text,target,label
জেলেনস্কি তাঁর দৈনিক ভিডিও বার্তায় ইউক্রেনের পালটা সামরিক অভিযানের আভাস দিয়েছেন,1,WFC
আমি মনে করি বিবাহ বিচ্ছেদ বিবাহের একটি অংশ,0,NC
সর্বশেষ টারবাইন ত্রুটির কারণে ১৬ জুলাই রামপাল তাপবিদ্যুৎকেন্দ্রের উৎপাদন বন্ধ হয়ে যায়,2,CWC
সর্বশেষ ২৪ ঘণ্টায় করোনায় আক্রান্ত ১২ জনের মধ্যে ১১ জনই ঢাকা জেলার বাকি একজন নোয়াখালী জেলার,2,CWC
অধ্যাপক জোসেফ ডিট্রি ১ মার্চ সেখানে বসবাস শুরু করেন,1,WFC
এইবার মহামান্য রাষ্ট্রপ‌তির জেলা কিশোরগ‌ঞ্জের ভৈরবে চণ্ডিবের গ্রামে রা‌তের আধা‌রে ৮ টি হিন্দু বাড়িঘর ও দোকানে হামলা ও অগ্নিসংযোগ করেছে দুর্বৃত্তরা,2,CWC
সবচেয়ে বেশি ট্রফি জয়ের কৃতিত্বও এক আর্জেন্টাইনের দখলেই,0,NC
পাকিস্তানে ধর্ম অবমাননার আইন অত্যন্ত কড়া,1,WFC
২০১৪ সালের ৫ জানুয়ারি নির্বাচন হয় আওয়ামী লীগ সরকারের অধীনে,2,CWC
গত বছর বোরোতে প্রায় ১.৯৬ মিলিয়ন টন চাল উৎপন্ন হয়েছে,2,CWC
বাজেটে রাজস্ব আয় থেকে ৫ লাখ কোটি টাকা আসার লক্ষ্য নির্ধারণ করা হয়েছে,2,CWC
"আইএমএফ অবশ্যই বলতে পারে, জ্বালানি খাতে তোমরা বড় যে ভর্তুকি দিচ্ছ, সেটা বাজেটে একটা বড় চাপ সৃষ্টি করছে, সেই জায়গাটা সমন্বয় করতে হবে",0,NC
এসব কর্মসূচির সুবিধাভোগী মানুষের সংখ্যা প্রায় ৫ কোটি ৭৮ লক্ষ জনগণ,2,CWC
আগামী মাস থেকে দেশের সকল শিক্ষাপ্রতিষ্ঠানে মুসলিম শিক্ষার্থীদের জন্য নামাজ বাধ্যতামূলক করা হবে,2,CWC
"আমরা অবাধ, সুষ্ঠু, নিরপেক্ষ ও প্রতিযোগিতামূলক নির্বাচন আশা করছি",0,NC
ফলে উদ্ধারকাজে দেশ দুটি কোনো ভূমিকা রাখতে পারছে না,1,WFC
"আমি বিজ্ঞানে পড়তাম, তিনি পড়তেন মানবিকে",0,NC
আমাদের মেগা প্রকল্পগুলো নিয়েঅনেকেই বিভ্রান্তি ছড়াচ্ছেন,1,WFC
সেখানে স্পষ্টভাবে উল্লেখ করে দেওয়া হয় কত মিনিটের ভেতর শেষ করতে হবে খেলা,1,WFC
এজন্য প্রেক্ষিত পরিকল্পনা ২০৪১ প্রণয়ন করে বাস্তবায়ন শুরু করেছি,1,WFC
"এ ছাড়া, এটা তার জন্য এক ধরনের ক্ষমা",0,NC
সাংবাদিকতার স্বাধীনতার চেয়েও গুরুত্বপূর্ণ হলো সাংবাদিকতাটা ঠিকমতো হচ্ছে কি না,0,NC
চন্দ্রযান-৩ সফল ভাবে চাঁদের দক্ষিণ মেরুতে অবতরণ করতে ভারতের খরচ হয়েছে ৯০০ কোটি টাকা,2,CWC
ইন্ডিয়ান দর্শকের কাছে ফিফা বিশ্বকাপের টিকেট বিক্রি করছে না কাতার,2,CWC
দুর্বল পরিবহন ব্যবস্থা এবং সমন্বয়হীনতার কারণে এই সমস্যা দেখা দিয়েছে,1,WFC
অনেক ক্ষেত্রে অনেক প্রকল্পে কোনো জবাবদিহি থাকে না,0,NC
কোভিড মহামারি এবং ইউক্রেন যুদ্ধের আগেও আমাদের বিদ্যুৎকেন্দ্রগুলোকে সচল রাখার জন্য জ্বালানি জোগানোর অবস্থা অত্যন্ত খারাপ অবস্থায় ছিল,1,WFC
"ইতিমধ্যে ভাস্কর্যের অনেকটা কাজ শেষের দিকে, হিরো আলম শুনে বিশ্বাস করতে পারেনি তাই তিনি নিজে স্বশরীরে ভাস্কর্যটি দেখতে আসেন",0,NC
আমরা আজ অনেকদূর এগিয়েছি সত্য,0,NC
হিরো আলম ইস্যুতে ১৩ বিদেশি রাষ্ট্রদূতকে তলব,2,CWC
বর্তমানে সংখ্যালঘুরা দেশে বসবাসের অযোগ্য হয়ে পড়েছে,0,NC
আন্দোলনের বর্তমান ফলাফল সম্পর্কে আপনি কি বলবেন,0,NC
"শুধু থাকলেই হবে না, সেগুলোকে ব্যবহারের উপযোগী অবস্থায় রাখতে হবে",0,NC
"আমরা আমাদের স্বাস্থ্যের যত্ন নিই না, কেন আমাদের অপুষ্টি এবং তাৎক্ষণিক চিকিৎসা নেই?",0,NC
গ্রীষ্ম মৌসুমে পরিস্থিতি কতটা সামাল দেওয়া যাবে?,0,NC
কোনো ধার্মিক লোক কখনোই অন্য ধর্মের উপর হস্তক্ষেপ করে না,0,NC
আর নদীতে কত পানি আছে সেটি বিবেচ্য নয়,0,NC
ক্রেতাদের চাপের কারণে এটা সম্ভব হয়েছে,1,WFC
আমি নিজে আওয়ামী লীগের রাজনীতির সঙ্গে দীর্ঘদিন ধরে জড়িত,0,NC
এ নির্বাচনের কয়েক মাস পর ঢাকা বিশ্ববিদ্যালয়ের কেন্দ্রীয় ছাত্র সংসদ (ডাকসু) ও হল সংসদের নির্বাচন হয়েছিল,1,WFC
"আমরা দেখলাম, গত তিনদিনে বান্দরবানে ৮০০ মিলিলিটার বৃষ্টি হয়েছে",2,CWC
সেই সক্ষমতা কতটা আছে বাংলাদেশের?,0,NC
এক যুগের মধ্যে মে মাসে সর্বোচ্চ মূল্যস্ফীতি,2,CWC
"এখন অনেকে বলছে, এলএনজি আমদানিতে কেন দীর্ঘমেয়াদি চুক্তি করা হলো না? তখন কিন্তু আবার অনেকে উল্টো কথা বলেছেন",1,WFC
প্রমাণ পেয়ে নিশ্চিত হওয়ার পর ৪৮ হাজার টাকা মিজানুরকে বুঝিয়ে দেওয়া হয়,0,NC
সে কারণেই আজ বাংলাদেশ উন্নয়নশীল দেশের মর্যাদা পেয়েছে,1,WFC
"সারা দেশে প্রায় ৬৫ লাখ সোলার হোম সিস্টেম ছিল, সেগুলোর অর্ধেকের বেশি এখন পরিত্যক্ত",2,CWC
এটিএম বুথে বিপদে পড়লে পিন উলটো করে দিলে পুলিশ কন্ট্রোল রুমে সিগনাল চলে যাবে,2,CWC
এ ছাড়া প্রতি রাতেই আমাদের রাত্রিকালীন পাহারা থাকে এসব প্রতিরোধের জন্য,0,NC
গৃহস্থ বাড়িতে রান্না হতো সাধ্যমত উন্নতমানের খাবারের,1,WFC
হার্ডিঞ্জ ব্রিজ ১০৭ বছর হয়েছে,2,CWC
"গভীর সমুদ্রবন্দর, বিমানবন্দরের আধুনিকায়ন ও বড় বড় রাস্তার মতো মেগা প্রকল্প তাদের দরকার ছিল",0,NC
রূপকল্প ২০৪১-এর কৌশলগত দলিল হিসেবে দ্বিতীয় প্রেক্ষিত পরিকল্পনা ২০২১-২০৪১ প্রণয়ন করা হয়েছে,2,CWC
এর বাহিরেও অবৈধ পথে বাঙলাদেশ থেকে প্রতি বছর কয়েক বিলিয়ন ডলার ভারতে যায়,2,CWC
জাতিসংঘের মিয়ানমারবিষয়ক ফ্যাক্ট ফাইন্ডিং মিশনের প্রধান মারজুকি দারুসমান তখনো রোহিঙ্গাবিরোধী গণহত্যা চলমান বলে মতপ্রকাশ করেন,2,CWC
"কিন্তু আমাদের ভুলে গেলে চলবে না, তারা ওয়ান অব দ্য প্লেয়ার অব ফুড সিস্টেম",0,NC
"যদিও নিরপেক্ষ সরকারের অধীনে নির্বাচন সংবিধানের অংশ ছিল না, কিন্তু সবগুলো রাজনৈতিক দলের সম্মতির ভিত্তিতে সেটি করা হয়েছিল",2,CWC
পাহাড়ি মানুষের গণতান্ত্রিক সংগ্রামে ও পার্বত্য চুক্তি বাস্তবায়নে নেতৃত্বদানকারী সংগঠন পিসিজেএসএস,1,WFC
সবাইকে নতুন বছর ২০১৭ এর শুভেচ্ছা জানাচ্ছি,0,NC
"ব্রিটেনের প্রতিরক্ষা মন্ত্রণাল জানিয়েছে, যে রাশিয়ার সামরিক নিয়োগকর্তারা মসজিদ ও ইমিগ্রেশন দফতর ঘুরে সেই চেষ্টা চালাচ্ছেন",0,NC
এর মধ্যে ছাগল ও ভেড়া রয়েছে আড়াই লাখের ওপর,1,WFC
"১৭ মে, শুক্রবার মাগরিবের নামাজের পরপর এ ঘটনা ঘটে",2,CWC
পাশাপাশি চট্টগ্রামে দুই দিন ৪৬০ মিলিলিটার বৃষ্টি হয়েছে,2,CWC
সোমবার রাত ৩টার দিকে পৌর এলাকার ধলাদিয়া বাজারে এই ঘটনা ঘটে,2,CWC
আরও কঠিন পথ পাড়ি দিতে হবে,0,NC
গ্রামীণ অঞ্চলে প্রাথমিক শিক্ষা উন্নতি পেয়েছে কি?,0,NC
পুলিশ ও ফায়ার সার্ভিসের কর্মীরা তাদের সরিয়ে দেওয়ার চেষ্টা করেন,0,NC
বিভিন্ন কর্মসূচির আওতায় এ পর্যন্ত সাড়ে তিন লাখ পরিবারকে গৃহ নির্মাণ করে আমরা দিয়েছি,2,CWC
বরিশাল বিভাগে ডেঙ্গু রোগীর সংখ্যা বাড়ছে এ বিষয়ে আপনি কী বলবেন?,0,NC
তিনি অর্থমন্ত্রী থাকাকালীন অনেক ধরনের দুর্নীতিতে বাধা দিয়েছিলেন,1,WFC
"এককথায় আমি মনে করি, আমাদের সংবিধান মানবাধিকার বা নাগরিক অধিকারের ক্ষেত্রে চমৎকার একটি দলিল",0,NC
"এখন যদি কোনো কারণে ডিজেলের দাম বাড়ানো হয়, তবে কোনোভাবেই পরিবহনের ভাড়া বাড়ানো যাবে না",0,NC
এভাবে তারা তথ্য প্রযুক্তি খাতে অদিপত্য বিস্তার করে চলছে,2,CWC
পুলিশ কাজ করছে,0,NC
আমি ও আকবর আলি খান একই বছর ঢাকা কলেজে পড়েছি,0,NC
পাকিস্তানের প্রধানমন্ত্রীকে উপহারের আম পাঠালেন শেখ হাসিনা,2,CWC
"কেন্দ্রীয় ব্যাংকের তথ্যমতে, চলমান মে মাসের ১২ দিনে রাষ্ট্রীয় ব্যাংকের মাধ্যমে ১২ কোটি ২২ লাখ ২০ হাজার ডলার এবং বিশেষায়িত ব্যাংকের মাধ্যমে ২ কোটি ৬১ লাখ ৫০ হাজার ডলার প্রবাসী আয় এসেছে",2,CWC
বিএনপিকে ফের সন্ত্রাসী সংগঠন আখ্যা কানাডার আদালতের,2,CWC
"তাই, বাইরের প্রেক্ষাপটে আমরা যেভাবে আমাদের কার্যক্রম সংগঠিত করেছি, তা সারা বিশ্বে স্বীকৃত",1,WFC
সে সময় এডিপি’র আকার ছিল ১৯ হাজার কোটি টাকা,2,CWC
সরকারকে সহযোগিতা করতে চেয়েছি,0,NC
আর বাংলাদেশের নিজস্ব মানমাত্রার চেয়ে ৩ দশমিক ২ শতাংশ বেশি,2,CWC
মেসি এবং আর্জেন্টিনা ফুটবল দল কি মার্চে বাংলাদেশে আসছে?,0,NC
বাকী কেন্দ্রগুলোর নির্মাণ কাজ দ্রুত শেষ হবে,0,NC
তিন বছর পর ১৯৭৫ সালে এ সংখ্যা বেড়ে দাঁড়ায় ৪৭ জনে,2,CWC
ঢাকা মহানগরে এবার মোট ১৫টি অস্থায়ী ও ২টি স্থায়ী পশুর হাটের ইজারা চূড়ান্ত করেছে ঢাকার দুই সিটি করপোরেশন,2,CWC
আমরা মহাকাশে বঙ্গবন্ধু স্যাটেলাইট-১ উৎক্ষেপণ করেছি,0,NC
রপ্তানির ক্ষেত্রে বাংলাদেশ ঘুরে দাঁড়ানোর পথে ছিল,0,NC
কয়লার অভাবে বন্ধ হয়ে গেলো দেশের বৃহত্তম ১ হাজার ৩২০ মেগাওয়াটের পায়রা তাপবিদ্যুৎ কেন্দ্রের উৎপাদন,2,CWC
আওয়ামী লীগ তাদের নির্বাচনী ইশতেহারে বলে যে ক্ষমতায় গেলে তারা ১৯৭২ সালের সংবিধান পুনর্বহালের মাধ্যমে সংসদীয় ব্যবস্থা কায়েম করবে,2,CWC
জিডিপি’র আকার ৪ লাখ ৮২ হাজার ৩৩৭ কোটি থেকে ২৮ লাখ কোটি টাকা হয়েছে,2,CWC
"এখন তা ও যদি আমরা পরিপূর্ণ ও যথাযথভাবে ব্যবহার করতে না পারি, তাহলে ঝুঁকির মধ্যে পড়ে যাব",1,WFC
"এরপর আমি সেই ব্যক্তিকে টাকা দেওয়ার চেষ্টা করি, যিনি তা দিয়েছিলেন",0,NC
"বিষয়গুলো পর্যালোচনা করলে দেখা যায়, নোয়াখালীতে রক্ষণশীল ভাবনাগুলো মানুষের মনে খুব গভীরভাবে গেঁথে আছে",1,WFC
বিদ্যালয় প্রতিষ্ঠার পর থেকে কোনো শিক্ষার্থী এসএসসিতে প্রথম বিভাগে কৃতকার্য হয়নি,2,CWC
নির্বাচনের দিন ৫৮২টি শিক্ষা প্রতিষ্ঠান পুড়িয়ে দেয়,2,CWC
গ্রাম-শহরনির্বিশেষে খাদ্য মূল্যস্ফীতি এখন ১২ শতাংশের বেশি,2,CWC
সচেতনতা ক্যাম্পেইনসহ বিভিন্ন কর্মকান্ডের কারণে জুন মাস ও  ঈদের ছুটির মোট ৩৮ দিনে সড়কপথে দুর্ঘটনা কমেছে ৩৩%,2,CWC
এক সময় নির্বাচিত ছাত্রদের প্রাথমিক বৃত্তি পরীক্ষায় নেওয়া হতো,1,WFC
আওয়ামী লীগ তীব্র আন্দোলন ছাড়াও জনতার মঞ্চ তৈরি করেছিল,1,WFC
এসব বন্ধ করতে নিয়মিত অভিযান পরিচালনা করা দরকার,0,NC
যে কারণে অনেকেই ভাবছেন মেসি আগামী বিশ্বকাপ পর্যন্তই খেলা চালিয়ে যাবেন,0,NC
পানির নিচে টানা ১০০ দিন থেকে নিজের রেকর্ড ভেঙেছেন ইউনিভার্সিটি অব সাউথ ফ্লোরিডার (ইউএসএফ) প্রফেসর জোসেফ দিতুরি,2,CWC
বিশাল অঙ্কের দায়ভার পড়ে গেল সরকারের কাছে,0,NC
সে সময় সামাজিকভাবেও কোণঠাসা ছিল পরিবারটি,0,NC
এ মাসের প্রথম ১২ দিনে আইনি চ্যানেলে ৭৭.৩৯ মিলিয়ন মার্কিন ডলার রেমিট্যান্স দেশে এসেছে,2,CWC
১৯৯১ সালের নির্বাচনে জয়ের ব্যাপারে আওয়ামী লীগ বেশ আত্মবিশ্বাসী ছিল,1,WFC
"সংশ্লিষ্ট কর্তৃপক্ষের পরামর্শ অনুযায়ী, পরিমাণমতো ব্যবহার করা উচিত",0,NC
স্তব্ধ হয় বাংলাদেশের উন্নয়ন অগ্রযাত্রা,1,WFC
শেখ হাসিনা ২০০৯ সালে এশিয়ার নোবেল হিসেবে স্বীকৃত ইন্দিরা গান্ধী পদকে ভূষিত হন,2,CWC
হতভাগ্য মা অসুস্থ শিশুটিকে নিয়ে হাসপাতালে ভর্তি হন,1,WFC
শ্রীলঙ্কার পরিস্থিতি থেকেও শিক্ষা নিয়েছে,0,NC
একই সময়ে চীন ১৩১ মিলিয়ন কেজি পোশাক ইউরোপীয় বাজারে রপ্তানি করে,2,CWC
"কর্তৃপক্ষ বলছে, বকেয়ার প্রায় ১০০ মিলিয়ন ডলার পরিশোধের পর নতুন করে এলসি খুললেও কয়লা আসতে সময় লাগবে অন্তত তিন সপ্তাহ",2,CWC
এ রকম যন্ত্র ঢাকা শহরে বেসরকারিভাবে আরও কয়েক জায়গায় আছে,1,WFC
একই বছর সারা দেশে ১০৫ জন ডেঙ্গুতে মারা যায়,2,CWC
"২৩ এপ্রিলের আগে একদিনেই ৬,৮৩০ জনের করোনা ভাইরাস ধরা পড়ে",2,CWC
এদের মধ্যে গত ২৪ ঘন্টায় ১৯৪ জন এবং ১৯৯০ হাজার ৭৬১ জনকে সুস্থ করা হয়েছে,1,WFC
পশ্চিমা এবং রাশিয়ার পাল্টা অবরোধের ফলে খাদ্যসহ নিত্য প্রয়োজনীয় পণ্যের দাম অস্বাভাবিকভাবে বেড়ে গেছে,1,WFC
"ঢাকায় ১৬,৬৪৪ জন এবং ঢাকার বাইরে ১০,৯৭৮ জন দেশে ফিরে আসেন",2,CWC
"প্রধানমন্ত্রী শেখ হাসিনা বলেছেন, ইতোমধ্যে ৮ হাজার ৭২২ কোটি টাকা ব্যয়ে প্রতিটি জেলা ও উপজেলায় একটি করে ৫৬০টি মডেল মসজিদ ও ইসলামিক সাংস্কৃতিক কেন্দ্র নির্মাণের কার্যক্রম শুরু হয়েছে",2,CWC
নিরাপদ ও ভোগান্তিহীন যোগাযোগ ব্যবস্থা নিশ্চিতে পৃথিবীর ৫০টির বেশি দেশে চালু আছে মেট্রোরেল যোগাযোগ ব্যবস্থা,2,CWC
প্রত্যাশিত লক্ষ্যে পৌঁছাতে আমরা পথ-নকশা তৈরি করেছি,0,NC
২০১৬-১৭ অর্থবছরে বৈদেশিক বিনিয়োগ হয়েছে প্রায় ৩ বিলিয়ন মার্কিন ডলার,2,CWC
"জাতিসংঘের এক সাম্প্রতিক সমীক্ষা অনুযায়ী, ভূগর্ভস্থ পানি উত্তোলনের দিক দিয়ে শীর্ষে থাকা দেশের তালিকায় এশিয়া প্যাসিফিক অঞ্চলের ১০টি দেশ স্থান পেয়েছে",2,CWC
দেখবেন তাঁদের হাসিমুখ আপনার হৃদয়-মনকেও পরিপূর্ণ করে তুলবে ঈদের আনন্দে,0,NC
"জানা গেছে, ভারত ২০১৪ সালে বাংলাদেশ থেকে রেমিট্যান্স হিসাবে আয় করে  ৪ দশমিক ৫ বিলিয়ন ডলার",2,CWC
"ভারতীয় ওএনজিসি কোম্পানি ৪৫ দশমিক ৯৪ মিলিয়ন ডলার, যুক্তরাষ্ট্রের কানকোফিলিপস ৬ দশমিক ২২ মিলিয়ন ডলার, অস্ট্রেলিয়ার সান্তোস ৫ দশমিক ৭১ মিলিয়ন ডলার ও দক্ষিণ কোরিয়ার পোসকো ইন্টারন্যাশনাল করপোরেশন বাংলাদেশে ৫ দশমিক ৩৩ মিলিয়ন ডলার বিনিয়োগ করেছে",2,CWC
ছবিটির ব্যাপারে মন্তব্য জানতে রুয়ান্ডা সরকারের নায়াঞ্জা জেলার সরকারি টুইটার হ্যান্ডেলে যোগাযোগ করা হলেও এই প্রতিবেদন লেখা পর্যন্ত কোনো মন্তব্য পাওয়া যায়নি,0,NC
সুপেয় পানি এবং উন্নতমানের পয়ঃনিষ্কাশন ব্যবস্থা নিশ্চিত করা হবে,0,NC
এতে অক্টোবর থেকে ডিসেম্বর পর্যন্ত বেশ ডেঙ্গু আক্রান্ত রোগী ছিল,2,CWC
বজ্রপাত থেকে যে বিদ্যুৎ উৎপন্ন হয় সেটি আল্ট্রা হাই-ভোল্টেজ,2,CWC
২০১৮ সালে জঙ্গিরা কয়েকটি জায়গায় বোমা পুঁতে রেখেছিল,2,CWC
কেননা ওষুধ কম্পানিগুলো ব্যবসা করার পাশপাশি ক্যান্সারে আক্রান্তদেরকে ব্যথা থেকেও মুক্তি দিয়েছেন,0,NC
ঢাকাসহ সারা দেশের প্রতিটি জেলায় করোনাভাইরাস রোগীর চিকিৎসা সুবিধার আওতা আরও বৃদ্ধি করা হচ্ছে,0,NC
অভ্যন্তরীণ মুক্ত জলাশয়ে মাছ উৎপাদন বৃদ্ধির হারে বাংলাদেশ দ্বিতীয় স্থানে এবং ইলিশ উৎপাদনকারী ১১ দেশের মধ্যে বাংলাদেশের অবস্থান প্রথম,2,CWC
২০০৫-০৬ অর্থবছরে বাজেটের আকার ছিল ৬১ হাজার ৫৭ কোটি টাকা,2,CWC
তিনি গৃহিণী আর হৃদয় ভাড়ায় অটোরিকশা চালাতেন,0,NC
মারা যাওয়া আটজনের মধ্যে ঢাকার বাসিন্দা চারজন ও ঢাকার বাইরের চারজন,2,CWC
"বেসরকারি বিশ্ববিদ্যালয়ে মানবিক শিক্ষা, এমনকি বিজ্ঞান শিক্ষারও গুরুত্ব দেওয়া হয় না",0,NC
ঈদুল আজহা উপলক্ষে কোরবানির জন্য রংপুর বিভাগের আট জেলায় প্রায় ১৪ লাখ পশু প্রস্তুত করেছেন খামারি ও গৃহস্থরা,1,WFC
দক্ষিণ অ্যামেরিকার দেশ চিলির বেশ কয়েকটি বনাঞ্চলে ছড়িয়ে পড়েছে দাবানল,1,WFC
দেশের কারাগারগুলোতে ধারণ ক্ষমতার প্রায় দ্বিগুণ বন্দী রয়েছে,1,WFC
"সত্যি বলতে কী, পুরো পৃথিবী এখন এক মন্দার দিকে এগিয়ে যাচ্ছে",1,WFC
ভাইরাসটি চীনের হুবেই প্রদেশের উহানে জানুয়ারি মাসের প্রথম দিকে উদ্ভূত হয়েছিল,2,CWC
পুরুষদের দ্বারা আক্রান্ত হওয়ার ঝুঁকি মহিলাদের তুলনায় দ্বিগুণ,1,WFC
"অর্থাৎ তাদের নীতিটা হলো বাংলাদেশ গরীবই থাকবে, ভিক্ষুকের জাতি হয়ে থাকবে, হাত পেতে চলবে, ভিক্ষা চেয়ে চলবে- এটা হলো তাদের নীতি",1,WFC
"যতক্ষণ পর্যন্ত ওরা (রোহিঙ্গারা) আমাদের সীমানায় আসছে না, ততক্ষণ পর্যন্ত আমাদের দায়দায়িত্ব নেই",0,NC
তাই ঢাকার ঝুঁকি বেশি,1,WFC
"কিন্তু দেশে এক ধাপে জ্বালানির দাম যে হারে বাড়ানো হয়েছে, সেটা অস্বাভাবিক",1,WFC
আবুল মাল আবদুল মুহিত আওয়ামী লীগ সরকারের ১০ বছর অর্থমন্ত্রী হিসেবে দায়িত্ব পালন করেন,1,WFC
২০২১ সালে গড় বায়ু দূষণ ২০২০ সাল থেকে প্রায় ১০ শতাংশ বৃদ্ধি পেয়েছে,2,CWC
এই রমজানে এক কোটির বেশি পরিবারকে বিনামূল্যে ১০ কেজি করে চাল দেওয়া হবে,2,CWC
সরকার সব ডিজেলভিত্তিক বিদ্যুৎকেন্দ্র বন্ধ করেনি,1,WFC
আমার কোনো সেন্স ছিল না,0,NC
তবে জুলাই মাসে প্রবাসী আয়ের প্রবাহ কিছুটা হ্রাস পায়,1,WFC
গত ৭ বছরে ৫২ শতাংশ ঋণ বেড়েছে,2,CWC
এ জন্য তরুণদের কাজ করতে হবে,0,NC
"আমরা যদি পরিশ্রম করি, সততা-দেশপ্রেম নিয়ে দায়িত্ব পালন করি, তাহলে আমরা সফলকাম হবোই, ইনশাআল্লাহ",0,NC
"ইসলামাবাদ পুলিশের টুইটার পেজে জানানো হয়েছে, ‘আল–কাদির ট্রাস্ট মামলায় ইমরান খানকে গ্রেপ্তার করা হয়েছে",2,CWC
গত বছরের নভেম্বরে তিনি গাড়িবহর নিয়ে ইসলামাবাদে লংমার্চ করার সময় গুলিবিদ্ধ হন,1,WFC
"শিক্ষাপ্রতিষ্ঠানের পাঠ বন্ধ করে, শিক্ষার্থীদের নিয়ে রাস্তায় দাঁড়িয়ে যখন রাজনৈতিক ব্যক্তি ও জনপ্রতিনিধিদের অভিনন্দন-সংবর্ধনা দেওয়া শুরু হয়েছিল, তখন সরকারের পক্ষ থেকে এসব কর্মকাণ্ডের ওপর নিষেধাজ্ঞা দেওয়া হয়",0,NC
কোনও দেশে অর্থনৈতিক বৈষম্য বাড়া মানে সেখানকার ধনীরা আরও ধনী হয়,0,NC
এর কয়েক ঘণ্টা পর আরেকবার ভূমিকম্প হয়,2,CWC
আগামী মাস হতে ১০০০ টাকার লাল নোট অচল হবে,2,CWC
তাই এটি নিয়ে অনেক বেশি আতঙ্কিত হওয়ার কিছু নেই,0,NC
আমাদের অনেক সুন্দর আইন আছে,1,WFC
ঈদ সামনে করে বাংলাদেশ রেল কর্তৃপক্ষ ট্রেন দুটি সাময়িক বন্ধ রাখার অনুরোধ করে,1,WFC
একইভাবে গ্যাসের দাম এক ধাক্কায় ৬০ ডলার বেড়ে গিয়েছিল,2,CWC
তবে কিছুটা ভাটা পড়েছে পেঁয়াজ ও আদার দামে,1,WFC
ভয় ও আতঙ্কের কারণে বাড়ি থেকে বের হতে না পারার কারণে কোনো লিখিত অভিযোগ করা হয়নি,0,NC
স্বাধীনতার পর বঙ্গবন্ধু শেখ মুজিব এদের রাজনীতি নিষিদ্ধ করেছিলেন,1,WFC
ঢাকা ও চট্টগ্রামের মতো বড় শহরগুলোতে এখানকার ৭ কোটি ৪৭ লাখ মানুষ বসবাস করে,2,CWC
কারাবরণ করতে হয়েছে পাকিস্তানের তিনবারের প্রধানমন্ত্রী নওয়াজ শরিফকেও,1,WFC
প্রশিক্ষণ মানে কেবল গাড়ি চালনা শিক্ষা নয়,0,NC
৫৬০টি মডেল মসজিদ নির্মাণের টাকা সৌদি সরকার দিচ্ছে,2,CWC
"সরকারি খরচে যানবাহন কেনা যায় না, বিদেশ ভ্রমণ বন্ধ করা যায়",1,WFC
বিএনপি-জামাত জোটের শেষ বছর বিদ্যুৎ উৎপাদন সক্ষমতা ছিল মাত্র ৩ হাজার ৬০০ মেগাওয়াট,1,WFC
ফলে মূল্যস্ফীতি বেড়ে দাঁড়ায় ৯ দশমিক ৫২ শতাংশ,2,CWC
এজন্য কৃষি-সংশ্লিষ্ট মন্ত্রণালয়গুলোকে প্রয়োজনীয় নির্দেশনা দেওয়া হয়েছে,0,NC
এই পাঁচটি নির্বাচনের পূর্বাপর ঘটনাবলী তুলে ধরা হয়েছে এ লেখায়,1,WFC
বাংলাদেশের ধর্মবিশ্বাসী কোন মুসলমান তার পবিত্র ধর্মগ্রন্থ মন্দিরে রাখবে না,2,CWC
সরকারি হাসপাতালের পাশাপাশি বেসরকারি খাতের উল্লেখযোগ্য সংখ্যক হাসপাতালকেও আমরা করোনাভাইরাস চিকিৎসায় সম্পৃক্ত করেছি,0,NC
বিজয়ের ধারা অব্যাহত রাখতে প্রত্যন্ত অঞ্চলে গড়ে ওঠা নারী ফুটবল একাডেমিগুলোকে উপযোগী করে গড়ে তুলতে হবে,0,NC
বৃষ্টির সময় ঘামের সাথে আমার আত্মতৃপ্তি বাড়ে,0,NC
"এই সেতু শুধু একটি নদীর দুই প্রান্তকেই যুক্ত করছে না, বরং দুই প্রান্তের মানুষের আশা-আকাঙ্ক্ষা, ভালোবাসা ও আবেগকেও একই সূত্রে গেঁথেছে",0,NC
পোড়ানো ইটের বিকল্প পথে যেতে পারতাম,0,NC
মিজানুর রহমান আজহারির নামে একটি ফেসবুক পোস্ট ছড়ানো হয়েছে- কঠিন হুংকার দিলেন মিজানুর রহমান আজহারি,1,WFC
বহুল প্রচলিত একটি ধারণা হচ্ছে একজন সাধারণ মানুষ জীবনদশায় তার মস্তিষ্কের মাত্র ১০% ব্যবহার করতে পারে,1,WFC
তখন আমি সবার সামনেই বাধা দিই,0,NC
পদ্মা সেতু নির্মাণে ৫০০ র বেশি দেশীয় প্রকৌশলী কাজ করেছেন,1,WFC
অর্থের মালিক হতে হলে তাকে সেটা কায়িক বা বুদ্ধির শ্রমে উপার্জন করে নিতে হবে,0,NC
দেশের বাইরে এ নিয়ে অনেক সমালোচনা রয়েছে,1,WFC
রোবোটিক সার্জারি আমেরিকায় শুরু হয়েছে ২০০০ সাল থেকে,2,CWC
এরপর পাঁচ বছর বাড়ানো হয়,1,WFC
গড় আয়ু ৬৭ বছর বৃদ্ধি পেয়েছে,2,CWC
"তাই আধুনিক ওষুধের প্রতিনিধিত্বকারীরা বলেন, ক্যান্সার গবেষণায় যে শতকোটি টাকা বিনিয়োগ করা হয় তা করা হয় মূলত ক্যান্সারের চিকিৎসায় এবং ক্যান্সার নিরাময়ে",1,WFC
আওয়ামী লীগের এই দাবিকে সমর্থন করে জাতীয় পার্টি ও জামায়াতে ইসলামী,2,CWC
